employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,phoneNum
Meredith Sonya Pratt,MSP0516,Meredith.Sonya.Pratt@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13074906247
Natalie Lysandra Christian,NLC0876,Natalie.Lysandra.Christian@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13019936126
Wade Warren Rivers,WWR0317,Wade.Warren.Rivers@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13042853050
Mohammad Armando Vega,MAV0711,Mohammad.Armando.Vega@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13048116997
Morgan Avye Banks,MAB0377,Morgan.Avye.Banks@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13059866891
Rebekah Naomi Russell,RNR0344,Rebekah.Naomi.Russell@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13004373568
Vaughan Dillon Branch,VDB0894,Vaughan.Dillon.Branch@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13046285703
William Hu Chang,WHC0684,William.Hu.Chang@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13060454752
Xavier Owen Huff,XOH0359,Xavier.Owen.Huff@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13074520886
Kelsey Olivia Mosley,KOM0357,Kelsey.Olivia.Mosley@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13014368950
Gretchen Wendy Cleveland,GWC0187,Gretchen.Wendy.Cleveland@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13035208670
Cruz Benedict Hale,CBH0656,Cruz.Benedict.Hale@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13029163237
Upton Victor Stanton,UVS0368,Upton.Victor.Stanton@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13013209203
Jenna Kiona Dickerson,JKD0625,Jenna.Kiona.Dickerson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13071056881
Evelyn Jane Wong,EJW0059,Evelyn.Jane.Wong@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13016344523
Jade Portia Foley,JPF0028,Jade.Portia.Foley@dtaa.com,Nurse,1,Adminstration,Medical,,Christen Portia Solis,13005318212
Edward Benjamin Buck,EBB0031,Edward.Benjamin.Buck@dtaa.com,Manager,1,Adminstration,Security,BuildingSecurity,Rudyard Talon Hickman,13084602049
Lucius Ulysses Phelps,LUP0038,Lucius.Ulysses.Phelps@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13022799321
Olivia Lacy Mcpherson,OLM0165,Olivia.Lacy.Mcpherson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13038056209
Yardley Caleb Sawyer,YCS0499,Yardley.Caleb.Sawyer@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13065430319
Hayes Tobias Mcdowell,HTM0956,Hayes.Tobias.Mcdowell@dtaa.com,NursePractitioner,1,Adminstration,Medical,,Christen Portia Solis,13028180588
Lucian Elijah Brooks,LEB0888,Lucian.Elijah.Brooks@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13098607262
Rebecca Rhiannon Battle,RRB0952,Rebecca.Rhiannon.Battle@dtaa.com,TechnicalTrainer,1,Adminstration,Training,,Sharon Montana Barnett,13011141719
Chloe Darrel Hobbs,CDH0990,Chloe.Darrel.Hobbs@dtaa.com,Statistician,1,SalesAndMarketing,MarketAnalysis,,Josephine Sylvia Parsons,13019108277
Tasha Hollee Dalton,THD0781,Tasha.Hollee.Dalton@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13050709683
Carol Reagan Mcmillan,CRM0133,Carol.Reagan.Mcmillan@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13019547788
Nita Evelyn Ellison,NEE0218,Nita.Evelyn.Ellison@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13060316196
Fay Tatum Pierce,FTP0140,Fay.Tatum.Pierce@dtaa.com,Manager,1,Finance,Payroll,,Buffy Meredith Giles,13013676849
Lana Xandra Waller,LXW0999,Lana.Xandra.Waller@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Pricing,,Lana Uma Alexander,13033704713
Nolan Richard Blackburn,NRB0689,Nolan.Richard.Blackburn@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13085175432
Zorita Kylee Carr,ZKC0722,Zorita.Kylee.Carr@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13020087992
Irma Liberty Burns,ILB0480,Irma.Liberty.Burns@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13094375059
Todd Jonathan Shields,TJS0397,Todd.Jonathan.Shields@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13010991130
Callie Sierra Gates,CSG0227,Callie.Sierra.Gates@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13098140110
Nina Justina Goodman,NJG0654,Nina.Justina.Goodman@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13050918200
Ashely Kai Bruce,AKB0574,Ashely.Kai.Bruce@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13091838301
Haviva Riley Nelson,HRN0322,Haviva.Riley.Nelson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13082409921
Chase Lane Booth,CLB0748,Chase.Lane.Booth@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13043329888
Basil Shad Schwartz,BSS0707,Basil.Shad.Schwartz@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13092354842
Adele Jorden Preston,AJP0155,Adele.Jorden.Preston@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,MarketAnalysis,,Josephine Sylvia Parsons,13019636521
Connor Giacomo Knight,CGK0725,Connor.Giacomo.Knight@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13020688890
Carissa September Pena,CSP0983,Carissa.September.Pena@dtaa.com,Accountant,1,Finance,Accounting,,Myra Casey Lambert,13046353578
Ethan Robert Bryan,ERB0769,Ethan.Robert.Bryan@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13058747893
Drew Lucian Sandoval,DLS0375,Drew.Lucian.Sandoval@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13004218636
Shaine Alexa Cobb,SAC0882,Shaine.Alexa.Cobb@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13098613439
Zelenia Charlotte Lamb,ZCL0880,Zelenia.Charlotte.Lamb@dtaa.com,Manager,1,ResearchAndEngineering,SoftwareManagement,Software,Vaughan Emery Paul,13075110586
Chava Alisa Porter,CAP0305,Chava.Alisa.Porter@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13047715584
Kirk Cade Franks,KCF0224,Kirk.Cade.Franks@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13004416758
Ingrid Alma Fields,IAF0828,Ingrid.Alma.Fields@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13021542110
Catherine Uta Calhoun,CUC0118,Catherine.Uta.Calhoun@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13024084015
Kyra Fiona Bonner,KFB0241,Kyra.Fiona.Bonner@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13083797005
Seth Kasper Nelson,SKN0177,Seth.Kasper.Nelson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13012746316
Jaquelyn September David,JSD0488,Jaquelyn.September.David@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13012611933
Laura Moana Rowland,LMR0049,Laura.Moana.Rowland@dtaa.com,Scientist,1,ResearchAndEngineering,Research,,Jena Vanna White,13018401990
Thomas Luke Gonzales,TLG0199,Thomas.Luke.Gonzales@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13018896567
Jeanette Vera Carlson,JVC0800,Jeanette.Vera.Carlson@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13000805118
Phoebe Hedy Pittman,PHP0193,Phoebe.Hedy.Pittman@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Pricing,,Lana Uma Alexander,13067938822
Leigh Ina Merrill,LIM0602,Leigh.Ina.Merrill@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13034048542
Taylor Samantha Torres,TST0116,Taylor.Samantha.Torres@dtaa.com,AdministrativeAssistant,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13063926537
Upton Kevin Wilcox,UKW0099,Upton.Kevin.Wilcox@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13022807029
Raven Shellie Owen,RSO0354,Raven.Shellie.Owen@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13018230099
Shelley Quynn Emerson,SQE0179,Shelley.Quynn.Emerson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13015173269
Tate Yasir Roman,TYR0442,Tate.Yasir.Roman@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13010379618
Buffy Meredith Giles,BMG0006,Buffy.Meredith.Giles@dtaa.com,VicePresident,1,Finance,,,Kaden Tarik Giles,13030665994
Jameson William Schultz,JWS0948,Jameson.William.Schultz@dtaa.com,HumanResourceSpecialist,1,Adminstration,EmployeeRelations,,Ryder Ivan Bowers,13090547004
Jolene Lavinia Houston,JLH0732,Jolene.Lavinia.Houston@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13010720100
Mallory Lynn Osborn,MLO0553,Mallory.Lynn.Osborn@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13006735127
Jameson Orlando Sosa,JOS0323,Jameson.Orlando.Sosa@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13014405024
Ciaran Theodore Maxwell,CTM0390,Ciaran.Theodore.Maxwell@dtaa.com,HardwareEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13082413275
Tanek Harding Simpson,THS0145,Tanek.Harding.Simpson@dtaa.com,AdministrativeAssistant,1,Finance,Payroll,,Fay Tatum Pierce,13090693163
Deborah Zenaida Blankenship,DZB0401,Deborah.Zenaida.Blankenship@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13087392562
Illiana Wynter Simmons,IWS0585,Illiana.Wynter.Simmons@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13002702119
Thomas Garrison Flynn,TGF0571,Thomas.Garrison.Flynn@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13072395365
Ross Dean Sharpe,RDS0858,Ross.Dean.Sharpe@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13065646499
Laith Arden Gardner,LAG0639,Laith.Arden.Gardner@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13018496267
Elmo Brendan Haynes,EBH0519,Elmo.Brendan.Haynes@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13011615705
Ivy Inez Sharpe,IIS0810,Ivy.Inez.Sharpe@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13082134163
Amela Hannah Sweeney,AHS0205,Amela.Hannah.Sweeney@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13021570087
Chancellor Paki Sandoval,CPS0431,Chancellor.Paki.Sandoval@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13050473517
Lucas Grady Wyatt,LGW0987,Lucas.Grady.Wyatt@dtaa.com,FinancialAnalyst,1,Finance,FinancialPlanning,,Palmer Nathaniel Church,13033690725
Jackson John Fleming,JJF0924,Jackson.John.Fleming@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13061483894
Brenna Adria Kline,BAK0530,Brenna.Adria.Kline@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13076857150
Hu William Tyson,HWT0469,Hu.William.Tyson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13001154956
Kadeem Troy Randolph,KTR0907,Kadeem.Troy.Randolph@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13042396848
Anthony Reece Mckay,ARM0257,Anthony.Reece.Mckay@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13056706239
Jennifer Abigail Ortega,JAO0817,Jennifer.Abigail.Ortega@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13018467358
Thomas Ryder Wolfe,TRW0379,Thomas.Ryder.Wolfe@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13033472466
Brennan Jesse Carlson,BJC0265,Brennan.Jesse.Carlson@dtaa.com,ComputerScientist,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13029965727
Minerva Ocean Pratt,MOP0874,Minerva.Ocean.Pratt@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13064841213
Chase Castor Rush,CCR0509,Chase.Castor.Rush@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13037268992
Paloma Haviva Henry,PHH0717,Paloma.Haviva.Henry@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13066640777
Shaeleigh Melinda Diaz,SMD0814,Shaeleigh.Melinda.Diaz@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13097437515
Benjamin Gary Baird,BGB0727,Benjamin.Gary.Baird@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13021528015
Nicholas Anthony Dixon,NAD0041,Nicholas.Anthony.Dixon@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,,,Clementine April Juarez,13061207829
Norman Levi Bentley,NLB0989,Norman.Levi.Bentley@dtaa.com,FinancialAnalyst,1,Finance,FinancialPlanning,,Palmer Nathaniel Church,13023652219
Axel Xerxes Chapman,AXC0137,Axel.Xerxes.Chapman@dtaa.com,Statistician,1,Manufacturing,QualityControl,,Suki Ginger Estes,13079544546
Curran Yoshio Mcknight,CYM0808,Curran.Yoshio.Mcknight@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13027532310
Ina Ainsley Stuart,IAS0626,Ina.Ainsley.Stuart@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13038602302
Hanna Miranda Lindsay,HML0159,Hanna.Miranda.Lindsay@dtaa.com,Manager,1,SalesAndMarketing,Sales,RegionalSales,Perry Reese Morton,13004793756
Ima Quintessa Williams,IQW0294,Ima.Quintessa.Williams@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13067458283
Garrison George Guerrero,GGG0825,Garrison.George.Guerrero@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13042384893
Emerald Camilla Frazier,ECF0196,Emerald.Camilla.Frazier@dtaa.com,Attorney,1,PurchasingAndContracts,Contracts,,Maia Paloma Long,13029289286
Whilemina Shafira Perry,WSP0210,Whilemina.Shafira.Perry@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13044991573
Stephen Timothy Waters,STW0702,Stephen.Timothy.Waters@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13015984038
Eden Boris Chase,EBC0186,Eden.Boris.Chase@dtaa.com,AdministrativeAssistant,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13076830120
Lavinia Faith Ratliff,LFR0605,Lavinia.Faith.Ratliff@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13047699754
Hector Jonah Kim,HJK0496,Hector.Jonah.Kim@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13073971628
Sarah Bryar Whitfield,SBW0222,Sarah.Bryar.Whitfield@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13033170994
Benjamin Rahim Crane,BRC0579,Benjamin.Rahim.Crane@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13058754603
Bruce Ezra Santos,BES0161,Bruce.Ezra.Santos@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13020646511
Hanae Kiayada Holder,HKH0136,Hanae.Kiayada.Holder@dtaa.com,Engineer,1,Manufacturing,QualityControl,,Suki Ginger Estes,13014323740
Hiram Charles Hurley,HCH0753,Hiram.Charles.Hurley@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13095760375
Ferdinand Leonard Roth,FLR0476,Ferdinand.Leonard.Roth@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13030718108
Kathleen Kelsie Page,KKP0830,Kathleen.Kelsie.Page@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13016296746
Kirsten Nevada Wilkerson,KNW0405,Kirsten.Nevada.Wilkerson@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13030797281
Geraldine Linda Warner,GLW0148,Geraldine.Linda.Warner@dtaa.com,AdministrativeAssistant,1,Finance,FinancialPlanning,,Palmer Nathaniel Church,13043458232
Martena Tatyana Cash,MTC0911,Martena.Tatyana.Cash@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13040822864
Cynthia Rhoda Little,CRL0909,Cynthia.Rhoda.Little@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13069391953
Honorato Kennedy Knox,HKK0961,Honorato.Kennedy.Knox@dtaa.com,IndustrialEngineer,1,Manufacturing,IndustrialEngineering,,Desiree Claudia Booth,13073838214
Denton Casey Meadows,DCM0467,Denton.Casey.Meadows@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13098575977
Armando Elijah Mcpherson,AEM0896,Armando.Elijah.Mcpherson@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13052018526
Caesar Zeus Black,CZB0191,Caesar.Zeus.Black@dtaa.com,AdministrativeAssistant,1,PurchasingAndContracts,Pricing,,Lana Uma Alexander,13034112752
Jerry Vincent Shepherd,JVS0212,Jerry.Vincent.Shepherd@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13059611592
Astra Montana Oliver,AMO0751,Astra.Montana.Oliver@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13025748793
Rigel Dominic Bowman,RDB0837,Rigel.Dominic.Bowman@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13040645766
Shafira Jenette Fowler,SJF0940,Shafira.Jenette.Fowler@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13079056888
George Tad Foster,GTF0396,George.Tad.Foster@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13042871370
India Karina Todd,IKT0755,India.Karina.Todd@dtaa.com,Manager,1,ResearchAndEngineering,SoftwareManagement,Software,Vaughan Emery Paul,13057860474
Hilda Madonna Rodgers,HMR0409,Hilda.Madonna.Rodgers@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13050320037
Edward Vance Woodard,EVW0901,Edward.Vance.Woodard@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13078109537
Justine Amy Lara,JAL0281,Justine.Amy.Lara@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13061286656
India Rinah Murphy,IRM0637,India.Rinah.Murphy@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13082046301
Neil Tad Cochran,NTC0176,Neil.Tad.Cochran@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13021645394
Minerva Maya Mcintyre,MMM0840,Minerva.Maya.Mcintyre@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13045966010
Quynn Rylee Hood,QRH0348,Quynn.Rylee.Hood@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13075753783
Maggie Quemby Mccray,MQM0127,Maggie.Quemby.Mccray@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13015020953
Jasmine Ria Banks,JRB0424,Jasmine.Ria.Banks@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13011684163
Brock Reese Stanley,BRS0468,Brock.Reese.Stanley@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13074783472
Mollie Jemima Roth,MJR0336,Mollie.Jemima.Roth@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13013313484
Rowan Justina Tyler,RJT0913,Rowan.Justina.Tyler@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13099287315
Conan Burton Blackburn,CBB0661,Conan.Burton.Blackburn@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13097860840
Ayanna Stacey Leblanc,ASL0677,Ayanna.Stacey.Leblanc@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13057022133
Abigail Brianna Terrell,ABT0490,Abigail.Brianna.Terrell@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13006091302
Garrett Nehru Gordon,GNG0386,Garrett.Nehru.Gordon@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13000481664
Colette Eden Foley,CEF0928,Colette.Eden.Foley@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13002841646
Ora Orla Branch,OOB0432,Ora.Orla.Branch@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13078910692
Alma Barbara Moon,ABM0173,Alma.Barbara.Moon@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13033561936
Patrick Paul Robles,PPR0402,Patrick.Paul.Robles@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13030233928
Ivana Sasha Blankenship,ISB0351,Ivana.Sasha.Blankenship@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13081495983
Chava Ursa Dotson,CUD0505,Chava.Ursa.Dotson@dtaa.com,Manager,1,ResearchAndEngineering,SoftwareManagement,Software,Vaughan Emery Paul,13022198869
Dorothy Zenia Odonnell,DZO0452,Dorothy.Zenia.Odonnell@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13062358821
Benedict Sebastian Allen,BSA0663,Benedict.Sebastian.Allen@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13057937265
Brianna Ruby Bender,BRB0807,Brianna.Ruby.Bender@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13023900297
Emmanuel Casey Wiggins,ECW0754,Emmanuel.Casey.Wiggins@dtaa.com,LabManager,1,ResearchAndEngineering,Research,Lab,Jena Vanna White,13095489020
Jeremy Logan Hill,JLH0035,Jeremy.Logan.Hill@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13023145563
Holmes Francis Foley,HFF0415,Holmes.Francis.Foley@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13041896389
Brett Aidan Duke,BAD0541,Brett.Aidan.Duke@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13049356052
Eric Ulric Conley,EUC0551,Eric.Ulric.Conley@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13050874827
Vera Eve Pollard,VEP0734,Vera.Eve.Pollard@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13074140666
Danielle Quon Mosley,DQM0392,Danielle.Quon.Mosley@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13026371077
Thomas Jermaine Combs,TJC0370,Thomas.Jermaine.Combs@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13034009897
